Date,Description,Size,Symbol,Expiration,Strike,Type,Trade Price,Profit/Loss,Stock Price
01-Feb-12,Open 7DaysBeforeEarnings:Long Calls,1,ORLY,Feb18`12,80,Call, $3.35, , $81.98
01-Feb-12,Open 7DaysBeforeEarnings:Long Puts,1,ORLY,Feb18`12,80,Put, $1.4, , $81.98
07-Feb-12,Close 1DaysBeforeEarnings:Long Calls,-1,ORLY,Feb18`12,80,Call, $4.4, $104, $83.85
07-Feb-12,Close 1DaysBeforeEarnings:Long Puts,-1,ORLY,Feb18`12,80,Put, $0.75,-$65, $83.85
18-Apr-12,Open 7DaysBeforeEarnings:Long Calls,1,ORLY,May19`12,95,Call, $4.05, , $96.92
18-Apr-12,Open 7DaysBeforeEarnings:Long Puts,1,ORLY,May19`12,95,Put, $2.08, , $96.92
24-Apr-12,Close 1DaysBeforeEarnings:Long Calls,-1,ORLY,May19`12,95,Call, $3.1,-$96, $95
24-Apr-12,Close 1DaysBeforeEarnings:Long Puts,-1,ORLY,May19`12,95,Put, $3.15, $107, $95
18-Jul-12,Open 7DaysBeforeEarnings:Long Calls,1,ORLY,Aug18`12,95,Call, $3.6, , $94.56
18-Jul-12,Open 7DaysBeforeEarnings:Long Puts,1,ORLY,Aug18`12,95,Put, $4.1, , $94.56
24-Jul-12,Close 1DaysBeforeEarnings:Long Calls,-1,ORLY,Aug18`12,95,Call, $1.68,-$193, $88.88
24-Jul-12,Close 1DaysBeforeEarnings:Long Puts,-1,ORLY,Aug18`12,95,Put, $7.75, $365, $88.88
17-Oct-12,Open 7DaysBeforeEarnings:Long Calls,1,ORLY,Nov17`12,80,Call, $3.5, , $80.44
17-Oct-12,Open 7DaysBeforeEarnings:Long Puts,1,ORLY,Nov17`12,80,Put, $3.05, , $80.44
23-Oct-12,Close 1DaysBeforeEarnings:Long Calls,-1,ORLY,Nov17`12,80,Call, $4.95, $144, $82.64
23-Oct-12,Close 1DaysBeforeEarnings:Long Puts,-1,ORLY,Nov17`12,80,Put, $2,-$105, $82.64
30-Jan-13,Open 7DaysBeforeEarnings:Long Calls,1,ORLY,Feb16`13,90,Call, $3.15, , $91.74
30-Jan-13,Open 7DaysBeforeEarnings:Long Puts,1,ORLY,Feb16`13,90,Put, $1.42, , $91.74
05-Feb-13,Close 1DaysBeforeEarnings:Long Calls,-1,ORLY,Feb16`13,90,Call, $4.2, $104, $93.08
05-Feb-13,Close 1DaysBeforeEarnings:Long Puts,-1,ORLY,Feb16`13,90,Put, $1.1,-$32, $93.08
17-Apr-13,Open 7DaysBeforeEarnings:Long Calls,1,ORLY,May18`13,100,Call, $3.3, , $98.67
17-Apr-13,Open 7DaysBeforeEarnings:Long Puts,1,ORLY,May18`13,100,Put, $4.65, , $98.67
23-Apr-13,Close 1DaysBeforeEarnings:Long Calls,-1,ORLY,May18`13,100,Call, $4.1, $79, $101.37
23-Apr-13,Close 1DaysBeforeEarnings:Long Puts,-1,ORLY,May18`13,100,Put, $2.55,-$210, $101.37
17-Jul-13,Open 7DaysBeforeEarnings:Long Calls,1,ORLY,Aug17`13,115,Call, $3.8, , $115.77
