Date,Description,Size,Symbol,Expiration,Strike,Type,Trade Price,Profit/Loss,Stock Price
20-Jan-12,Open 7DaysBeforeEarnings:Long Calls,1,CVX,Jan27`12,105,Call, $2.46, , $106.89
20-Jan-12,Open 7DaysBeforeEarnings:Long Puts,1,CVX,Jan27`12,105,Put, $0.66, , $106.89
26-Jan-12,Close 1DaysBeforeEarnings:Long Calls,-1,CVX,Jan27`12,105,Call, $1.9,-$57, $106.59
26-Jan-12,Close 1DaysBeforeEarnings:Long Puts,-1,CVX,Jan27`12,105,Put, $0.26,-$40, $106.59
20-Apr-12,Open 7DaysBeforeEarnings:Long Calls,1,CVX,Apr27`12,100,Call, $2.88, , $102.52
20-Apr-12,Open 7DaysBeforeEarnings:Long Puts,1,CVX,Apr27`12,100,Put, $0.36, , $102.52
26-Apr-12,Close 1DaysBeforeEarnings:Long Calls,-1,CVX,Apr27`12,100,Call, $6.38, $349, $106.22
26-Apr-12,Close 1DaysBeforeEarnings:Long Puts,-1,CVX,Apr27`12,100,Put, $0.02,-$34, $106.22
20-Jul-12,Open 7DaysBeforeEarnings:Long Calls,1,CVX,Jul27`12,110,Call, $0.66, , $109.19
20-Jul-12,Open 7DaysBeforeEarnings:Long Puts,1,CVX,Jul27`12,110,Put, $1.5, , $109.19
24-Jul-12,Close 40%CloseAfterGains:Long Calls,-1,CVX,Jul27`12,110,Call, $0.2,-$47, $106.3
24-Jul-12,Close 40%CloseAfterGains:Long Puts,-1,CVX,Jul27`12,110,Put, $3.82, $232, $106.3
26-Oct-12,Open 7DaysBeforeEarnings:Long Calls,1,CVX,Nov2`12,110,Call, $1.78, , $111.18
26-Oct-12,Open 7DaysBeforeEarnings:Long Puts,1,CVX,Nov2`12,110,Put, $0.76, , $111.18
01-Nov-12,Close 1DaysBeforeEarnings:Long Calls,-1,CVX,Nov2`12,110,Call, $1.51,-$28, $111.46
01-Nov-12,Close 1DaysBeforeEarnings:Long Puts,-1,CVX,Nov2`12,110,Put, $0.29,-$47, $111.46
25-Jan-13,Open 7DaysBeforeEarnings:Long Calls,1,CVX,Feb1`13,115,Call, $1.58, , $116.2
