Date,Description,Size,Symbol,Expiration,Strike,Type,Trade Price,Profit/Loss,Stock Price
01-Feb-12,Open 7DaysBeforeEarnings:Long Calls,1,CTSH,Feb18`12,72.5,Call, $2.22, , $72.97
01-Feb-12,Open 7DaysBeforeEarnings:Long Puts,1,CTSH,Feb18`12,72.5,Put, $1.75, , $72.97
07-Feb-12,Close 1DaysBeforeEarnings:Long Calls,-1,CTSH,Feb18`12,72.5,Call, $1.65,-$58, $72.01
07-Feb-12,Close 1DaysBeforeEarnings:Long Puts,-1,CTSH,Feb18`12,72.5,Put, $2.17, $42, $72.01
30-Apr-12,Open 7DaysBeforeEarnings:Long Calls,1,CTSH,May19`12,72.5,Call, $2.85, , $73.33
30-Apr-12,Open 7DaysBeforeEarnings:Long Puts,1,CTSH,May19`12,72.5,Put, $2.05, , $73.33
04-May-12,Close 1DaysBeforeEarnings:Long Calls,-1,CTSH,May19`12,72.5,Call, $1.27,-$159, $69.66
04-May-12,Close 1DaysBeforeEarnings:Long Puts,-1,CTSH,May19`12,72.5,Put, $4.1, $205, $69.66
30-Jul-12,Open 7DaysBeforeEarnings:Long Calls,1,CTSH,Aug18`12,57.5,Call, $2.3, , $57.31
30-Jul-12,Open 7DaysBeforeEarnings:Long Puts,1,CTSH,Aug18`12,57.5,Put, $2.5, , $57.31
03-Aug-12,Close 1DaysBeforeEarnings:Long Calls,-1,CTSH,Aug18`12,57.5,Call, $2.6, $29, $57.86
03-Aug-12,Close 1DaysBeforeEarnings:Long Puts,-1,CTSH,Aug18`12,57.5,Put, $2.25,-$25, $57.86
31-Oct-12,Open 7DaysBeforeEarnings:Long Calls,1,CTSH,Nov17`12,67.5,Call, $1.92, , $66.65
31-Oct-12,Open 7DaysBeforeEarnings:Long Puts,1,CTSH,Nov17`12,67.5,Put, $2.7, , $66.65
06-Nov-12,Close 1DaysBeforeEarnings:Long Calls,-1,CTSH,Nov17`12,67.5,Call, $2.35, $42, $67.35
06-Nov-12,Close 1DaysBeforeEarnings:Long Puts,-1,CTSH,Nov17`12,67.5,Put, $2.53,-$17, $67.35
31-Jan-13,Open 7DaysBeforeEarnings:Long Calls,1,CTSH,Feb16`13,77.5,Call, $2.33, , $78.18
31-Jan-13,Open 7DaysBeforeEarnings:Long Puts,1,CTSH,Feb16`13,77.5,Put, $1.6, , $78.18
06-Feb-13,Close 1DaysBeforeEarnings:Long Calls,-1,CTSH,Feb16`13,77.5,Call, $1.33,-$101, $76.27
06-Feb-13,Close 1DaysBeforeEarnings:Long Puts,-1,CTSH,Feb16`13,77.5,Put, $2.5, $90, $76.27
01-May-13,Open 7DaysBeforeEarnings:Long Calls,1,CTSH,May18`13,65,Call, $2.22, , $63.49
01-May-13,Open 7DaysBeforeEarnings:Long Puts,1,CTSH,May18`13,65,Put, $3.75, , $63.49
07-May-13,Close 1DaysBeforeEarnings:Long Calls,-1,CTSH,May18`13,65,Call, $2.52, $29, $64.88
07-May-13,Close 1DaysBeforeEarnings:Long Puts,-1,CTSH,May18`13,65,Put, $2.7,-$105, $64.88
30-Jul-13,Open 7DaysBeforeEarnings:Long Calls,1,CTSH,Aug17`13,72.5,Call, $2.45, , $72.37
30-Jul-13,Open 7DaysBeforeEarnings:Long Puts,1,CTSH,Aug17`13,72.5,Put, $2.5, , $72.37
05-Aug-13,Close 1DaysBeforeEarnings:Long Calls,-1,CTSH,Aug17`13,72.5,Call, $2.72, $26, $73.41
05-Aug-13,Close 1DaysBeforeEarnings:Long Puts,-1,CTSH,Aug17`13,72.5,Put, $1.95,-$55, $73.41
29-Oct-13,Open 7DaysBeforeEarnings:Long Calls,1,CTSH,Nov16`13,90,Call, $2.5, , $89.37
29-Oct-13,Open 7DaysBeforeEarnings:Long Puts,1,CTSH,Nov16`13,90,Put, $3.2, , $89.37
04-Nov-13,Close 1DaysBeforeEarnings:Long Calls,-1,CTSH,Nov16`13,90,Call, $1.25,-$126, $86.85
04-Nov-13,Close 1DaysBeforeEarnings:Long Puts,-1,CTSH,Nov16`13,90,Put, $4.4, $120, $86.85
29-Jan-14,Open 7DaysBeforeEarnings:Long Calls,1,CTSH,Feb7`14,96,Call, $2.53, , $95.82
29-Jan-14,Open 7DaysBeforeEarnings:Long Puts,1,CTSH,Feb7`14,96,Put, $2.58, , $95.82
04-Feb-14,Close 1DaysBeforeEarnings:Long Calls,-1,CTSH,Feb7`14,96,Call, $3.05, $51, $97.01
04-Feb-14,Close 1DaysBeforeEarnings:Long Puts,-1,CTSH,Feb7`14,96,Put, $1.95,-$63, $97.01
30-Apr-14,Open 7DaysBeforeEarnings:Long Calls,1,CTSH,May9`14,48,Call, $1.35, , $47.91
30-Apr-14,Open 7DaysBeforeEarnings:Long Puts,1,CTSH,May9`14,48,Put, $1.45, , $47.91
06-May-14,Close 1DaysBeforeEarnings:Long Calls,-1,CTSH,May9`14,48,Call, $2.08, $72, $49.2
06-May-14,Close 1DaysBeforeEarnings:Long Puts,-1,CTSH,May9`14,48,Put, $0.8,-$65, $49.2
30-Jul-14,Open 7DaysBeforeEarnings:Long Calls,1,CTSH,Aug8`14,50,Call, $1.27, , $49.96
30-Jul-14,Open 7DaysBeforeEarnings:Long Puts,1,CTSH,Aug8`14,50,Put, $1.3, , $49.96
05-Aug-14,Close 1DaysBeforeEarnings:Long Calls,-1,CTSH,Aug8`14,50,Call, $1.15,-$13, $49.98
